title_id,title_native,title_romaji,start_year,chapters,volume,publishing_status,country,adult,genres,average_score,mean_score,popularity,favorites,score_10,score_20,score_30,score_40,score_50,score_60,score_70,score_80,score_90,score_100,count_CURRENT,count_PLANNING,count_COMPLETED,count_DROPPED,count_PAUSED,ranking_RATED,ranking_POPULAR,synopsis,cover_image_url
125653,정령 농사꾼,Jeonglyeong Nongsakkun,2020.0,,,RELEASING,KR,False,"['Action', 'Adventure', 'Fantasy']",70,76,1054,32,1.0,,1.0,3.0,16.0,21.0,48,56,54,27,813,127,10,46,58,,,"After training for 11 years to reach superhuman status, I gave up on my dream and returned to the family farm. But suddenly, Hawa appeared! She’s a powerful farming spirit who can make anything grow—even produce that enhances people’s powers. Now I’ve got my superhuman ID card, more spirits-friends, mouthwatering Grade A+ crops, and quests! Will Hawa and her friends lead us all to fame and fortune and change our lives forever?<br><br>(Source: Tapas)",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx125653-EtaMhXUvgSta.jpg'}
124595,신데렐라를 곱게 키웠습니다,Cinderella Gopge Kiwotseumnida,2020.0,,,RELEASING,KR,False,"['Drama', 'Fantasy', 'Romance']",70,74,1743,50,3.0,2.0,5.0,9.0,27.0,45.0,93,90,84,36,1250,251,8,88,146,,,"We all know the fairytale: the glass slipper, the not-so-pretty stepsisters, and a night with the prince until the clock strikes midnight. I have been reincarnated into that classic story, not as Cinderella, but as her “wicked” stepmother! Widowed twice by age 37 and with three daughters, my goal is to make sure all will have suitable partners and their own happily ever afters... and maybe a nice future for me as well! But who is this handsome young baron that keeps approaching me?
<br><br>
(Source: Tapas)",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx124595-nWk6N6R8TV60.jpg'}
122123,村づくりゲームのNPCが生身の人間としか思えない,Murazukuri Game no NPC ga Namami no Ningen to shika Omoenai,2019.0,,,RELEASING,JP,False,"['Adventure', 'Fantasy', 'Mystery', 'Slice of Life']",70,77,993,21,3.0,1.0,,2.0,9.0,15.0,51,60,55,23,791,145,9,18,30,,,"Yoshio is 30 years old, with no job and a shut-in lifestyle. His mundane days and nights are suddenly interrupted when he receives a copy of “The Village of Fate,” an experimental game with graphics like nothing he’s ever seen before. In the game, he takes on the role of a guardian deity who watches over the people of a new village…but he finds that the game characters are so intelligent, reactive, and human that he starts wondering if they could be real people somehow. Through his connection to their strangely vivid lives, Yoshio begins to discover the brightness that had been missing from his own existence.
<br><br>
(Source: Seven Seas Entertainment) ",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx122123-jVpyWZ0H7GiK.jpg'}
121073,ヤキモチはきつね色,Yakimochi wa Kitsuneiro,2019.0,6.0,1.0,FINISHED,JP,False,"['Fantasy', 'Romance']",70,75,801,25,1.0,4.0,4.0,5.0,13.0,34.0,69,78,59,34,34,183,576,3,5,,,"Akiha came to Tokyo to attend school, but on his first day, he's molested on a crowded train. Surprised by it, he was struck dumb but one young man stepped in to help. As they talked, he suddenly hugged the young man to thank him...? A slapstick love story between a college student who is loved by animals and a pure new student who is possessed by a fox!
",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx121073-9KkYJ9KjmE1v.png'}
115735,魔王様に召喚されたけど言葉が通じない。,Maou-sama ni Shoukan Sareta kedo Kotoba ga Tsuujinai.,2019.0,,,RELEASING,JP,False,"['Comedy', 'Fantasy', 'Romance']",70,72,2846,48,2.0,3.0,8.0,15.0,34.0,74.0,189,141,92,42,2122,447,32,120,125,,85.0,"Somehow, when I woke up in the morning ... I found myself in a strange world with a strange girl !?
<br><br>
This is definitely Different World Summoning!!<br>
It's the Beginning of My Exciting Adventurer Life ...I thought<br>
But... ""I couldn't speak a single word!""
<br><br>
The summoner is a cute demon lord (maybe) !?<br>
Use gestures because we don't understand each other words<br>
Another World Communication Love Comedy!!
<br><br><i>Note: Originally published as an one-shot, serialization began on March 11, 2020.</i>",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx115735-BqFs9wemFi9v.jpg'}
114599,아는 여자애,Aneun Yeojaae,2020.0,,,RELEASING,KR,False,"['Drama', 'Fantasy', 'Romance']",70,75,1390,38,,,7.0,1.0,20.0,26.0,81,69,68,26,815,394,14,50,117,,,"What if an unexpected accident suddenly transported you back to ten years ago? For Hayoung, suddenly traveling back in time to high school means the opportunity to save the life of Jaehyun, the one person she's always loved... Will she be able to change both of their fates?<br><br>
(Source: Webtoons)",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx114599-X5xGNqRR6wvx.jpg'}
112678,에보니,Ebony,2019.0,,,RELEASING,KR,False,"['Drama', 'Mystery', 'Romance']",70,73,2188,80,3.0,,10.0,12.0,39.0,51.0,103,85,97,50,1320,505,18,144,201,,,"Accused of being a witch and a murderer, Evony’s imprisoned. For years, she awaits the day of her execution, her back bearing scars from beatings inflicted by the guards who despise her. But one day, she is granted her freedom and placed into the guardianship of Grand Duke Schneider. Warmed by his doting staff and under his admiring tutelage, she regains her strength and becomes the wild card in an intricate game of power. With nothing to lose, will Evony orchestrate a new future for the empire?
<br><br>
(Source: Tapas)",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx112678-wXDXgvASnrQN.jpg'}
107998,狼は眠らない,Ookami wa Nemuranai,2019.0,16.0,3.0,FINISHED,JP,False,"['Action', 'Adventure', 'Fantasy', 'Supernatural']",70,74,1189,33,1.0,,3.0,3.0,29.0,45.0,110,122,66,22,300,316,523,27,23,,,"On a fervent quest to become stronger ---- the heroic tales of the adventurer Lecan start! <br>The One-Eyed Wolf Lecan jumped into a black hole he found in the confines of a labyrinth, falling into another world. No matter the world he is in, the adventurer Lecan doesn't lose his way. Seeking strength, challenging labyrinths, and defeating formidable foes.
",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx107998-6n3kzK3QURh0.jpg'}
98168,カラーレシピ,Color Recipe,2015.0,13.0,2.0,FINISHED,JP,True,"['Drama', 'Psychological', 'Romance']",70,73,1572,55,10.0,6.0,8.0,10.0,32.0,77.0,118,132,100,57,122,505,872,38,35,,,"Shoukichi is a stylist who struggles with being unpopular due to him being unfriendly and overly serious about everything. Fukusuke, a top stylist who is frivolous and sarcastic, starts working at Shoukichi’s salon. One night, Shoukichi lets Fukusuke stay over at his place because Fukusuke missed the last train. While Shoukichi is sleeping, Fukusuke climbs on top of him and pushes his dick in his face. Because of this perverted thing that Fukusuke does, Shoukichi begins to hate him more and more. However, as creepy things continue to happen to Shoukichi, his thoughts about Fukusuke begin to change…<br><br>

Maybe he’s a prince…?<br>

What happens to someone who is stubborn but passionate about something they really want….?",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx98168-16X4yG0TIzui.jpg'}
85761,六畳間の侵略者！？,Rokujouma no Shinryakusha?!,2009.0,,,RELEASING,JP,False,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']",70,82,753,18,1.0,,3.0,1.0,,3.0,22,22,52,18,202,472,4,22,53,6.0,8.0,"Due to young Koutarou's financial circumstances, he is forced to live in a small rokujouma (6-tatami apartment) on a budget of 5000 yen a month. On the plus side, he lives rent free, but on the minus side, that's because room 106 of Corona Apartments is cursed. The ghost is a cute young girl, and hijinks ensue when she tries to drive him out. Between the haunting, Koutarou's nosy neighbors, and a self-styled magical girls flying to the unneeded rescue, there's way too much for the impoverished young man to handle. <br>
<br>
(Source: AnimeReel)",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx85761-pu7Mv5nVCA5y.jpg'}
85495,Re:Monster -リ・モンスター,Re:Monster,2014.0,,,RELEASING,JP,False,"['Action', 'Adventure', 'Fantasy']",70,71,8538,247,39.0,38.0,85.0,112.0,203.0,305.0,544,617,466,228,5628,1311,90,857,652,82.0,22.0,"Tomokui Kanata has been re-incarnated in the weakest goblin, named Goburou, after having undergone an unfortunate death. However Goburou has retained his previous life's memories, an unusual evolution, as well as becoming strong enough to gain status boosts from eating.

In this alternate world of survival of the fittest, events unfold with competent subordinates and comrades, delightful case of the tail-wagging dog...",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx85495-uaUAZaDdI0YB.jpg'}
64329,月の珊瑚,Tsuki no Sango,2011.0,4.0,1.0,FINISHED,JP,False,"['Drama', 'Romance', 'Sci-Fi']",70,76,650,35,,1.0,1.0,9.0,12.0,25.0,55,64,51,29,30,287,318,4,11,15.0,22.0,"The story takes place in approximately the year 3000, when humankind arrived at the peak of its civilization, but is loosing it's will to keep living. It follows a girl, called ""princess"" by those around her, living on a small island with a fifty person colony and a shinning coral reef. She is descendent of Moon people, and it focuses upon how her ancestor supposedly came to Earth.",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/nx64329-DcvcFYg5cOqK.jpg'}
64091,REC－君が泣いた日－,Rec: Kimi ga Naita Hi,2010.0,6.0,1.0,FINISHED,JP,False,"['Drama', 'Romance']",70,73,892,4,2.0,1.0,7.0,18.0,37.0,53.0,98,111,75,45,17,246,617,3,9,54.0,,"Aizawa Minami is a girl who has never cried in her life. She's awkward with her feelings, and she carries a camcorder to film everything she likes. Because of her quirks, she's labeled as a freak and alienated by her classmates.<br><br>
Satoru is her classmate and a recently retired teen actor who understands her. They quickly become friends, but what Minami doesn't know is that Satoru is hiding his secret from the world... <br><br>
(Source: KakerA Translations)
<br><br>
<b>Included one-shots:</b> Kira-fuwa Kiss, Kira-fuwa Xmas",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/34091.jpg'}
60457,폭풍의 전학생,Transfer Student Storm Bringer,2010.0,91.0,2.0,FINISHED,KR,False,"['Action', 'Comedy']",70,73,1063,21,2.0,4.0,4.0,11.0,29.0,59.0,125,144,76,29,70,277,642,49,25,55.0,,"Ju Ingong (which literally translates to Main character) has been terrifying all his schoolmates in every school he has been so far. He has one extremely scary face type and whoever lays his eyes on him thinks he is a BAMF. Although...is he really?
",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/30457.jpg'}
49111,うそつきリリィ,Usotsuki Lily,2009.0,119.0,17.0,FINISHED,JP,False,"['Comedy', 'Romance', 'Slice of Life']",70,73,1866,29,2.0,2.0,11.0,17.0,39.0,69.0,138,133,85,48,268,646,653,167,132,66.0,63.0,"Hinata Saotome is suddenly asked out by En Shinohara, a gorgeous boy in her grade. What she doesn&rsquo;t know though, is that his hobby is cross-dressing! En has always hated men, and whenever he sees his own reflection, he punches out whatever is doing the reflecting (windows, mirrors&hellip;). To combat this hatred, he dresses up as a girl. Hinata decides to go out with him anyway, despite his weird hobby.<br><br>

<b>Included one-shots:</b><br>
Volume 8: Sweets Honey<br>
Serizawa gets sick whenever she smells something sweet, but she likes a boy named Miura who has an extremely sweet tooth.
<br><br>
Volume 17: Amber<br>
Mio Hasekura is a helpful high school girl who looks after her workaholic mother and others at her school, which has earned her the nickname ""Mom"" among her classmates. Mio is very fond of her late father who died when she was younger, and hopes to find a guy like him someday. On her way to school one day, she comes across a man collapsed on the side of the road who is very different from her father and Mio helps him out.
<br><br>
<i>Note: Includes 12 extra chapters.</i>",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/nx49111-62wa0y8YZDgz.jpg'}
47237,レイン,Rain,2008.0,,,RELEASING,JP,False,"['Action', 'Adventure', 'Drama', 'Fantasy']",70,73,1813,33,1.0,2.0,9.0,13.0,31.0,50.0,94,128,82,30,959,508,32,141,173,56.0,55.0,"The continent Murgenia, where they master swordsmanship and magic:<br><br>
The small country Sunkwoll is in a tight spot because it's under attack of the great country Zarmine. But the general, Rain, who's reputed to be an exceptionally gifted swordsman, is against the war and won't enter the battle. But how is one supposed to wage a war like this anyway?<br><br>
(Source: Storm in Heaven)",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx47237-oPHeYXy9UAyd.png'}
45279,総員玉砕せよ!,Souin Gyokusai seyo!,1973.0,14.0,1.0,FINISHED,JP,False,"['Drama', 'Psychological']",70,77,792,20,,,2.0,1.0,7.0,16.0,58,66,51,13,19,472,289,3,9,,,"Onward Towards Our Noble Deaths is his first book to be translated into English and is a semiautobiographical account of the desperate final weeks of a Japanese infantry unit at the end of World War II. The soldiers are told that they must go into battle and die for the honor of their country, with certain execution facing them if they return alive. Mizuki was a soldier himself (he was severely injured and lost an arm) and uses his experiences to convey the devastating consequences and moral depravity of the war.<br><br>
(Source: Drawn & Quarterly)<br><br>
<b>Note:</b> Won Best U.S. Edition of International Material at the Eisner Awards in 2012.",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/b45279-FVyhbSMlKoPi.jpg'}
36888,昴,Subaru,1999.0,123.0,11.0,FINISHED,JP,False,"['Drama', 'Psychological', 'Sports']",70,77,972,32,1.0,3.0,1.0,3.0,7.0,14.0,38,64,56,16,62,623,242,19,26,22.0,27.0,"A small five-year-old girl named Subaru no longer has time for friends and play. Why is this? Her twin brother Kazuma is dying...and gradually forgetting everything. Even Subaru. And so the girl visits him every day, talking with him and dancing for him, trying to make him remember her. And he always does by the end of the day. Encouraged by a friend to join ballet classes, the girl does so and falls in love with the dance.
",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx36888-IUebo5H0Bpva.png'}
34514,今日、恋をはじめます,"Kyou, Koi wo Hajimemasu",2007.0,100.0,15.0,FINISHED,JP,False,"['Drama', 'Romance']",70,71,3733,64,16.0,12.0,35.0,58.0,130.0,188.0,349,308,205,154,356,913,1987,262,215,64.0,36.0,"Tsubaki is a girl who loves making her younger sister's hair pretty every morning, but she doesn't think that kind of style suits herself! On the day of her High School Opening Ceremony, after she failed to be the top student (who usually makes the ceremony speech), she finds herself sitting next to the actual top student of the 1st years, the worst rude guy ever, Kyouta. Because of his saying bad things to her she purposely cuts his hair. Kyota requests that Tsubaki pay him back ""with her body"" but Tsubaki pays him back by fixing his hair and making it even shorter! Afterwards, Kyota unexpectedly kisses Tsubaki and swears he'll make her his woman. <br><br>
<i>Note: Volume 1 contains the prologue ""Koimonogatari e no Prologue"" (恋物語へのプロローグ).</i>",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx34514-QUWcy9AYayRb.png'}
31683,首斬り朝,Kubikiri Asa,1972.0,54.0,10.0,FINISHED,JP,False,"['Action', 'Drama']",70,78,1168,21,,3.0,,2.0,7.0,12.0,40,56,47,21,79,832,224,11,22,,,"In a prison world, there are few good stories, and this is the world of Kubikiri Asa, the beheader and master samurai under the Shogun. It's a world full of vengeance, greed, and violence. A world of depravity and sin. One man can set things straight if he can keep his wits. This is a story of extreme proportions, of sword study thick in tradition and with grim purpose, of blood rivers, agonizing screams, bondage, torture, and the evil prevalent in human failure. Drafted by the confirmed masters of the international medium of manga, Samurai Executioner is a shocking combination of darkness and fire, fine lines, and a fine man in the face of human decline.<br><br>(Source: Dark Horse)",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx31683-hMFHknP90CY8.png'}
31340,不器用なサイレント,Bukiyou na Silent,2004.0,23.0,6.0,FINISHED,JP,False,"['Comedy', 'Romance', 'Slice of Life']",70,75,828,9,2.0,3.0,3.0,4.0,12.0,32.0,67,77,48,34,146,220,321,47,94,38.0,82.0,"Satoru is an introvert with a longtime crush on Keigo, a popular boy on the baseball team. But much to his surprise, Keigo comes up to him and asks him out! Satoru is so overcome he can&rsquo;t respond. Will Satoru be able to get past his shyness, or will he lose his chance with the boy he loves?<br><br>
(Source: SuBLime)",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx31340-mmv8qr7A9WiD.png'}
30970,漂流教室,Hyouryuu Kyoushitsu,1972.0,44.0,11.0,FINISHED,JP,False,"['Horror', 'Mystery', 'Sci-Fi']",70,72,3856,79,5.0,6.0,20.0,24.0,48.0,116.0,208,231,123,57,255,2374,1048,73,106,,,"Out of nowhere, an entire school vanishes, leaving nothing but a hole in the ground. While parents mourn and authorities investigate, the students and teachers find themselves not dead but stranded in a terrifying wasteland where they must fight to survive.
<br><br>
(Source: Viz Media)",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx30970-tWIRsf2Sk6U0.jpg'}
30598,FAIRY TAIL,FAIRY TAIL,2006.0,549.0,63.0,FINISHED,JP,False,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy']",70,70,31887,1403,265.0,251.0,520.0,739.0,1303.0,1925.0,3108,2975,2274,1934,5928,4792,15587,3253,2327,51.0,1.0,"Cute girl wizard Lucy wants to join the Fairy Tail, a club for the most powerful wizards. But instead her ambitions land her in the clutches of a gang of unsavory pirates led by a devious magician. Her only hope is Natsu, a strange boy she happens to meet on her travels. Natsu’s not your typical hero—he gets motion sickness, eats like a pig, and his best friend is a talking cat. With friends like this, is Lucy better off with her enemies?
<br><br>
(Source: Kodansha USA)
<br><br>
<i>Note: Includes 4 extra chapters.</i>",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx30598-UOCymo2vPcWe.png'}
30534,スパイラル～推理の絆～,Spiral: Suiri no Kizuna,2000.0,77.0,15.0,FINISHED,JP,False,"['Drama', 'Mystery', 'Thriller']",70,74,1213,27,2.0,5.0,9.0,9.0,21.0,32.0,70,87,60,45,78,625,370,63,77,23.0,30.0,"Two years ago the brilliant detective Narumi Kiyotaka disappeared, leaving behind his wife and younger brother with only a mysterious message about the ""Blade Children"". After being falsely accused of murder, Kiyotaka's younger brother, Ayumu, finds himself drawn into investigating the cursed Blade Children and their connection with Kiyotaka.<br><br>
(Source: Inane)",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx30534-ZnHTvOEusX8d.png'}
138655,내 남자주인공의 아내가 되었다,Nae Namja Juingongui Anaega Doeeotda,2021.0,,,RELEASING,KR,False,"['Drama', 'Fantasy', 'Romance']",70,83,598,26,,,,,2.0,5.0,16,29,37,21,454,122,4,1,17,51.0,,"I possessed the body of “Fiona,” the final villainess whose soul was sentenced to eternal suffering after her gruesome demise at the hands of the world’s hero.
<br><br>
She was tortured by her own family just because she was an illegitimate child.
<br><br>
And so… arriving six years before the start of the novel, I was sent to war at the age of thirteen! Fortunately, as the story’s greatest villainess, Fiona was a genius mage. 
<br><br>
I had to survive the monster invasion. But now, I couldn’t be in the middle of a battlefield.
<br><br>
Just before I ran out of breath, I encountered the teenaged male lead.
<br><br>
...Why is he here?
<br><br>
Well, if the male lead dies here, then the world will be destroyed. So, let’s save him first!",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx138655-To2KsL5SUilz.jpg'}
122976,여왕 쎄시아의 반바지,Yeowang Cecia Banbaji,2020.0,,,RELEASING,KR,False,"['Comedy', 'Romance', 'Slice of Life']",70,78,802,27,,,3.0,5.0,5.0,11.0,32,49,53,20,540,173,5,36,48,,,"With 99 nations conquered and the cup of the ruler in her hands... you'd think she was off to a heroic conquest, but the great queen's Cecia's real concern was her uncomfortable corset?
<br><br>
The queen of Valencia suffered from complicated laces and heavy corsets, and thus ordered her trusted brother, Duke Ennon Lionheart to bring her a comfortable clothes. Meanwhile, Yuri, a clothing designer was killed in an accident after suffering from a small minimum wage at a medium-sized clothing company in Korea. She was reborn in a renaissance country ruled by Cecia.
<br><br>
Yuri vowed to revolutionize the outdated clothing dilemma, so she dressed up as a man and worked as a designer at the top of the continent's highest court to do easy business. But... what happens when Ennon discover's Yuri's true identity...?
<br><br>
(Source: Comico, translated)",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx122976-gg0t5hjK1sa4.jpg'}
117328,안주는 남자,Anjuneun Namja,2017.0,147.0,,FINISHED,KR,True,"['Comedy', 'Drama', 'Ecchi', 'Romance']",70,78,650,18,1.0,,2.0,,12.0,15.0,31,44,48,27,98,267,235,22,28,,,"Sex can be amazing, not to mention ecstasy inducingly mind-blowing. And Eun-Seong knows that because 7 years ago, she had good sex (an understatement). She felt the universe crack open to show her its secrets. Too bad she hasn't had a decent orgasm since. It's been a long journey, but everyone knows, before you get to ""P,"" you have to go through ""O.""
<br><br>
(Source: Lezhin)
<br><br>
<i>Note: Chapter count includes 10 side stories. </i>",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx117328-5ZoQsjldV5Fd.jpg'}
113891,創約とある魔術の禁書目録,Souyaku Toaru Majutsu no Index,2020.0,,,RELEASING,JP,False,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']",70,85,642,38,1.0,,,,,1.0,13,25,24,32,211,402,9,3,17,2.0,6.0,"Science and magic exist side by side in this world.<br><br>
This is the peak of the science side with a curriculum for espers, Academy City. In this city where 80% of the population are students, the season has finally come when all residents are excited and fidgety!<br><br>
It's Christmas Eve.<br><br>
Amidst the city showing a cheerful hustle and bustle, ordinary boy who can’t keep up with school, Kamijou Touma, also doesn’t intend to miss this event! He was hard at work in his supplementary lessons...<br><br>
A backward glance from the default misfortune-prone bastard, the silver-haired sister freeloading in his dormitory, Index, in the heart pounding scene different from the usual, activates a new gluton skill!? While Kamijou tries to desperately stop that, Misaka Mikoto taken in by the Christmas Eve atmosphere appears before him.",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx113891-o3uswCSV8jCh.jpg'}
113521,デッドマンズQ,Dead Man's Q,1999.0,3.0,,FINISHED,JP,False,"['Horror', 'Supernatural']",70,73,896,18,1.0,2.0,2.0,6.0,26.0,50.0,127,124,58,32,16,245,624,3,8,23.0,31.0,"A wandering spirit searching for peace in the afterlife occupies himself with gristly ""jobs"" assigned to him by another ghost.
<br><br>
(Source: JoJo's Bizarre Wiki)",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx113521-GQqSlS8XCxs8.jpg'}
111477,君のお母さんを僕に下さい！,Kimi no Okaa-san wo Boku ni Kudasai!,2018.0,33.0,4.0,FINISHED,JP,False,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",70,73,2095,33,3.0,2.0,5.0,5.0,20.0,46.0,103,107,80,25,1253,600,87,61,94,,,Romantic comedy about a freeter who ended up falling in love with a single mother.,{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx111477-3tE6C2bPdUFv.png'}
109804,과호흡,Gwahoheup,2019.0,6.0,,FINISHED,KR,True,"['Hentai', 'Romance']",70,73,1250,26,6.0,1.0,12.0,20.0,30.0,56.0,117,122,77,59,29,351,860,6,4,,,Meeting the unrequited love of your 18-year-old self during a class reunion at 27 - that love that has missed its chance to bear fruit... where is it headed to now?,{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/b109804-2P1vFI2ZBZYY.jpg'}
107006,심약자의 출입을 금합니다,Simyakjaui Churibeul Geumhamnida,2018.0,12.0,1.0,FINISHED,KR,False,"['Comedy', 'Romance', 'Supernatural']",70,78,530,19,1.0,,1.0,4.0,6.0,7.0,40,50,44,24,18,157,347,3,5,,,"Joo Sungwan is working as a fake ghost in order to pay back for a broken laptop, but instead of scaring customers, Sungwan is the one being scared! Even worse, there’s an actual ghost living in the haunted house?! With his job on the line, Sungwan ends up in a dating contract with the ghost — in exchange for the ghost scaring visitors, Sungwan must give him three wishes and be his boyfriend.
",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/n107006-K3p3h6E4IVr0.jpg'}
103214,佐伯さんは眠ってる,Saeki-san wa Nemutteru,2018.0,58.0,5.0,FINISHED,JP,False,"['Comedy', 'Romance']",70,71,4145,69,5.0,4.0,10.0,26.0,81.0,193.0,416,312,150,53,1140,1228,1537,123,117,,64.0,"The class representative, Saeki, uses an array of tactics to sleep during class. Tokimiya, the boy sitting next to her, tends to observe her different tactics and while doing so his interest begins to shift...
<br><br>
In other words, Saeki wants to sleep.
<br><br>
<i>Note: Chapter count includes 9 extras.</i>
",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx103214-ceBV2vrr4tpb.png'}
102990,NIGHTS BEFORE NIGHT,Nights Before Night,2017.0,8.0,1.0,FINISHED,JP,True,"['Drama', 'Romance']",70,80,398,16,,,,1.0,4.0,13.0,29,44,32,25,18,118,257,3,2,,,"It's been a long time since Haru, owner of the gay escort service ""Rain,"" left his yakuza days behind. But when the Ichijo clan, the group he had once belonged to, says he's the only civilian they can trust to hide the clan head's troublemaking son Yukitaka in line, there seems to be no choice for him but to follow suit. There's just one problem, though - Yukitaka looks just like his half-brother Shigure, Haru's lost love… A must- read for MODS fans!
<br><br>
(Source: Futekiya)",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx102990-PQi7UxuFTZmc.png'}
102043,メタモルフォーゼの縁側,Metamorphose no Engawa,2017.0,52.0,5.0,FINISHED,JP,False,"['Comedy', 'Slice of Life']",70,78,1138,40,2.0,,,1.0,7.0,10.0,31,52,50,18,365,626,52,12,83,,,"Ichinoi, a 75-year-old woman living a peaceful life, unwittingly buys a Boy's Love manga one day…and is fascinated by what she finds inside. When she returns to the bookstore to buy the next volume, the high school girl working there–Urara, a seasoned BL fan–notices a budding fangirl when she sees one. When Urara offers to help Ichinoi explore this whole new world of fiction, the two dive into BL fandom together, and form an unlikely friendship along the way.
<br><br>
(Source: Seven Seas Entertainment)",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/nx102043-XBt1YC20suz6.jpg'}
101982,蟹に誘われて,Kani ni Sasowarete,2014.0,18.0,1.0,FINISHED,JP,False,['Slice of Life'],70,76,861,59,,,1.0,6.0,15.0,23.0,64,65,64,18,45,427,374,7,8,83.0,,"Collecting a handful of self-published shorts along with a mix of serialized stories and essays, panpanya's English-language debut mixes art styles and narratives from a range of genres.
<br><br>
If you are ever fortunate enough to see a crab strolling through your neighborhood, please follow its lead. By slowing down to a crab's pace and looking around and about in this world, you too may discover life's many mysteries that are hidden in plain sight.<br><br>
(Source: Denpa)",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/nx101982-iM3nsStjiYwV.jpg'}
99776,野生のラスボスが現れた！,Yasei no Last Boss ga Arawareta!,2017.0,,,RELEASING,JP,False,"['Action', 'Adventure', 'Drama', 'Fantasy']",70,72,3280,54,4.0,8.0,11.0,24.0,67.0,105.0,212,166,131,66,2301,490,20,242,227,,81.0,"The year is 2800 and Lufas Maphaahl – The Black-Winged Tyrant, Great Conqueror, and leader of the Twelve Heavenly Stars – has returned.<br>
A man wakes up in the body of his MMO character 200 years after her defeat during an player-made event in the game, Exgate Online. Now, he's stuck in her body. But this isn't a game, it's real. With her reign long over, and her legacy one of fear, Lufas must journey through the world of Exgate, looking for answers, possible comrades, and all the monsters her “death” unleashed upon the world...
<br><br>
(Source: J-Novel Club)",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx99776-P4wYNhmbvyKo.jpg'}
99703,たとえとどかぬ糸だとしても,Tatoe Todokanu Ito da to Shite mo,2016.0,37.0,7.0,FINISHED,JP,False,"['Drama', 'Romance']",70,71,3915,116,3.0,7.0,16.0,25.0,70.0,120.0,252,250,147,51,854,1859,1005,100,97,,59.0,"In this heartwrenching new yuri manga, a teenage girl comes to terms with her own sexuality through her crush on her brother’s wife. Hopelessly in love, high schooler Uta must navigate living with her brother and Kaoru, her crush … and sister-in-law. Desperate to get over her unrequited feelings, Uta pulls away, but when the cracks in her brother’s marriage begin to show, Kaoru begins to confide in her new teenage sister, which just makes matters worse!
<br><br>
(Source: Kodansha USA)
<br><br>
<i>Includes 14 extra/special chapters.</i>",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/nx99703-kflVbOP5KFn5.jpg'}
